🕘️更新时间,#genre#
2026-03-26 13:36:25,http://38.75.136.137:98/gslb/dsdqpub/cctv1hd.m3u8?auth=testpub

📺央视频道,#genre#
CCTV-1,http://38.75.136.137:98/gslb/dsdqpub/cctv1hd.m3u8?auth=testpub
CCTV-1,http://223.95.198.3:8000/hls/1/index.m3u8
CCTV-1,http://61.138.82.196:808/hls/1/index.m3u8
CCTV-1,http://122.226.23.150:8888/hls/1/index.m3u8
CCTV-2,http://223.95.198.3:8000/hls/2/index.m3u8
CCTV-2,http://120.76.248.139/live/bfgd/4200000061.m3u8
CCTV-2,http://61.138.82.196:808/hls/2/index.m3u8
CCTV-2,http://122.226.23.150:8888/hls/2/index.m3u8
CCTV-2,http://38.75.136.137:98/gslb/dsdqpub/cctv2hd.m3u8?auth=testpub
CCTV-3,http://38.75.136.137:98/gslb/dsdqpub/cctv3hd.m3u8?auth=testpub
CCTV-3,http://61.138.82.196:808/hls/3/index.m3u8
CCTV-3,http://122.226.23.150:8888/hls/3/index.m3u8
CCTV-4,http://74.91.26.218:82/live/cctv4hd.m3u8
CCTV-4,http://223.95.198.3:8000/hls/4/index.m3u8
CCTV-4,http://223.95.198.3:8000/hls/18/index.m3u8
CCTV-5,http://223.95.198.3:8000/hls/5/index.m3u8
CCTV-5,http://113.200.114.168:20000/hls/5/index.m3u8
CCTV-5,http://61.138.82.196:808/hls/5/index.m3u8
CCTV-5,http://122.226.23.150:8888/hls/5/index.m3u8
CCTV-5+,http://107.150.60.122/live/cctv5p.m3u8
CCTV-5+,http://183.221.211.20:808/hls/18/index.m3u8
CCTV-5+,http://223.112.114.228:50080/newlive/live/hls/180/live.m3u8
CCTV-5+,http://125.40.199.223:8092/hls/17/index.m3u8
CCTV-5+,http://74.91.26.218:82/live/cctv5p.m3u8
CCTV-6,http://183.221.211.20:808/hls/6/index.m3u8
CCTV-6,http://61.182.89.14:808/hls/6/index.m3u8
CCTV-6,http://223.95.198.3:8000/hls/6/index.m3u8
CCTV-7,http://183.221.211.20:808/hls/7/index.m3u8
CCTV-7,http://61.138.82.196:808/hls/7/index.m3u8
CCTV-7,http://223.95.198.3:8000/hls/7/index.m3u8
CCTV-7,http://122.226.23.150:8888/hls/7/index.m3u8
CCTV-8,http://183.221.211.20:808/hls/8/index.m3u8
CCTV-8,http://61.138.82.196:808/hls/8/index.m3u8
CCTV-8,http://223.95.198.3:8000/hls/8/index.m3u8
CCTV-8,http://122.226.23.150:8888/hls/8/index.m3u8
CCTV-9,http://74.91.26.218:82/live/cctv9hd.m3u8
CCTV-9,http://38.75.136.137:98/gslb/dsdqpub/cctv9hd.m3u8?auth=testpub
CCTV-9,http://183.221.211.20:808/hls/9/index.m3u8
CCTV-9,http://223.95.198.3:8000/hls/9/index.m3u8
CCTV-9,http://122.226.23.150:8888/hls/9/index.m3u8
CCTV-10,http://38.75.136.137:98/gslb/dsdqbv/cctv10hd.m3u8?auth=test20251009
CCTV-10,http://183.221.211.20:808/hls/10/index.m3u8
CCTV-10,http://223.95.198.3:8000/hls/10/index.m3u8
CCTV-10,http://61.138.82.196:808/hls/10/index.m3u8
CCTV-10,http://122.226.23.150:8888/hls/10/index.m3u8
CCTV-11,http://38.75.136.137:98/gslb/dsdqbv/cctv11hd.m3u8?auth=test20251009
CCTV-11,http://223.95.198.3:8000/hls/11/index.m3u8
CCTV-11,http://183.221.211.20:808/hls/11/index.m3u8
CCTV-11,http://61.138.82.196:808/hls/11/index.m3u8
CCTV-12,http://38.75.136.137:98/gslb/dsdqbv/cctv12hd.m3u8?auth=test20251009
CCTV-12,http://61.138.82.196:808/hls/12/index.m3u8
CCTV-12,http://23.237.228.134/live3/CCTV12.m3u8
CCTV-12,http://223.95.198.3:8000/hls/12/index.m3u8
CCTV-12,http://183.221.211.20:808/hls/12/index.m3u8
CCTV-13,http://38.75.136.137:98/gslb/dsdqpub/cctv13hd.m3u8?auth=testpub
CCTV-13,http://223.95.198.3:8000/hls/13/index.m3u8
CCTV-13,http://183.221.211.20:808/hls/13/index.m3u8
CCTV-13,http://61.138.82.196:808/hls/13/index.m3u8
CCTV-13,http://122.226.23.150:8888/hls/13/index.m3u8
CCTV-14,http://183.221.211.20:808/hls/14/index.m3u8
CCTV-14,http://223.95.198.3:8000/hls/14/index.m3u8
CCTV-14,http://61.138.82.196:808/hls/14/index.m3u8
CCTV-14,http://38.75.136.137:98/gslb/dsdqbv/cctv14hd.m3u8?auth=test20251009
CCTV-15,http://38.75.136.137:98/gslb/dsdqbv/cctv15hd.m3u8?auth=test20251009
CCTV-15,http://223.95.198.3:8000/hls/15/index.m3u8
CCTV-15,http://59.45.161.118:8877/hls/15/index.m3u8
CCTV-15,http://183.221.211.20:808/hls/15/index.m3u8
CCTV-15,http://61.138.82.196:808/hls/15/index.m3u8
CCTV-16,http://74.91.26.218:82/live/cctv16hd.m3u8
CCTV-16,http://38.75.136.137:98/gslb/dsdqbv/cctv16hd.m3u8?auth=test20251009
CCTV-16,http://223.95.198.3:8000/hls/16/index.m3u8
CCTV-16,http://183.221.211.20:808/hls/16/index.m3u8
CCTV-16,http://39.152.103.17:8089/tsfile/live/1015_1.m3u8
CCTV-17,http://38.75.136.137:98/gslb/dsdqbv/cctv17hd.m3u8?auth=test20251009
CCTV-17,http://223.95.198.3:8000/hls/17/index.m3u8
CCTV-17,http://183.221.211.20:808/hls/17/index.m3u8
CCTV-17,http://125.40.199.223:8092/hls/16/index.m3u8
CCTV-17,http://59.45.161.118:8877/hls/16/index.m3u8
CETV-4,https://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8?contentid=2820180516001
文化精品,http://107.150.60.122/live/ysjp.m3u8
文化精品,http://38.75.136.137:98/gslb/dsdqpub/ysjp.m3u8?auth=testpub
央视台球,http://38.75.136.137:98/gslb/dsdqpub/ystq.m3u8?auth=testpub
风云音乐,http://38.75.136.137:98/gslb/dsdqpub/fyyy.m3u8?auth=testpub
风云剧场,http://38.75.136.137:98/gslb/dsdqpub/fyjc.m3u8?auth=testpub
怀旧剧场,http://38.75.136.137:98/gslb/dsdqpub/hjjc.m3u8?auth=testpub
女性时尚,http://38.75.136.137:98/gslb/dsdqpub/nxss.m3u8?auth=testpub
高尔夫网球,http://38.75.136.137:98/gslb/dsdqpub/gefwq.m3u8?auth=testpub
风云足球,http://38.75.136.137:98/gslb/dsdqpub/fyzq.m3u8?auth=testpub
电视指南,http://38.75.136.137:98/gslb/dsdqpub/dszn.m3u8?auth=testpub
世界地理,http://38.75.136.137:98/gslb/dsdqpub/sjdl.m3u8?auth=testpub
兵器科技,http://38.75.136.137:98/gslb/dsdqpub/gfjs.m3u8?auth=testpub

📡卫视频道,#genre#
浙江卫视,http://61.138.82.196:808/hls/16/index.m3u8
浙江卫视,http://183.221.211.20:808/hls/21/index.m3u8
浙江卫视,http://125.40.199.223:8092/hls/19/index.m3u8
浙江卫视,http://223.95.198.3:8000/hls/24/index.m3u8
东方卫视,https://txmov2.a.kwimgs.com/bs3/video-hls/5219953535631090825_hlsb.m3u8
东方卫视,http://183.221.211.20:808/hls/28/index.m3u8
东方卫视,http://223.95.198.3:8000/hls/22/index.m3u8
东方卫视,http://61.138.82.196:808/hls/22/index.m3u8
东方卫视,http://38.75.136.137:98/gslb/dsdqbv/dfwshd.m3u8?auth=test20251009
湖南卫视,https://txmov2.a.kwimgs.com/bs3/video-hls/5199687338554291078_hlsb.m3u8
湖南卫视,http://satellitepull.cnr.cn/live/wx32hunws/playlist.m3u8
湖南卫视,http://38.75.136.137:98/gslb/dsdqbv/hnwshd.m3u8?auth=test20251009
湖南卫视,http://223.95.198.3:8000/hls/25/index.m3u8
湖南卫视,http://183.221.211.20:808/hls/20/index.m3u8
北京卫视,http://satellitepull.cnr.cn/live/wxbtv/playlist.m3u8
北京卫视,http://183.221.211.20:808/hls/24/index.m3u8
北京卫视,http://38.75.136.137:98/gslb/dsdqbv/bjwshd.m3u8?auth=test20251009
北京卫视,http://23.237.228.134/live3/beijing.m3u8
北京卫视,http://61.138.82.196:808/hls/30/index.m3u8
江苏卫视,https://txmov2.a.kwimgs.com/upic/2023/02/07/12/BMjAyMzAyMDcxMjQ3NDlfNzM5MzQzNzIyXzk1NjcxMTk5ODM5XzBfMw==_b_Bb92095c7df3c98b458dd14abf1d4b575.mp4
江苏卫视,http://183.221.211.20:808/hls/22/index.m3u8
江苏卫视,http://223.95.198.3:8000/hls/28/index.m3u8
江苏卫视,http://61.138.82.196:808/hls/17/index.m3u8
